Player_Name,Team,Number,Position,Salary,Height,Weight,Birthdate,Age,Experience,College,City,State,Race
"Easley, Marcus",BUF,81,WR,533333,74,217,11/2/1987,26,2,Connecticut,"Bridgeport, CT",connecticut,Black
"Ebner, Nate",NE,43,S,549150,72,210,12/14/1988,25,2,Ohio State,"Columbus, OH",ohio,White
"Economos, Andrew",TB,48,LS,905000,73,250,6/24/1982,31,8,Georgia Tech,"Atlanta, GA",georgia,White
"Edelman, Julian",NE,11,WR,765000,70,200,5/22/1986,27,5,Kent State,"Redwood City, CA",california,White
"Edwards, Armanti",CAR,14,WR,639710,71,190,3/8/1988,25,4,Appalachian State,"Greenwood, SC",south carolina,Black
"Edwards, Dwan",CAR,92,DL,1800000,75,305,5/16/1981,32,10,Oregon State,"Billings, MT",montana,Black
"Edwards, Lavar",TEN,98,DE,589625,76,277,3/29/1990,23,0,LSU,"Gretna, LA",louisiana,Black
"Edwards, Pat",DET,83,WR,450000,69,175,10/25/1988,25,1,Houston,"Temple, TX",texas,Black
"Egnew, Michael",MIA,84,TE,694114,77,262,11/1/1989,24,2,Missouri,"Lubbock, TX",texas,
"Eifert, Tyler",CIN,85,TE,2064000,78,251,9/8/1990,23,0,Notre Dame,"Fort Wayne, IN",indiana,White
"Elam, Matt",BAL,26,S,1691751,70,210,3/21/1991,22,0,Florida,"Palm Beach Gardens, FL",florida,Black
"Ellerbe, Dannell",MIA,59,LB,6950000,73,245,11/29/1985,28,5,Georgia,"Hamlet, NC",north carolina,Black
"Ellington, Andre",ARI,38,RB,566055,69,199,2/3/1989,24,0,Clemson,"Moncks Corner, SC",south carolina,Black
"Elliott, Kevin",BUF,18,WR,480000,75,205,12/21/1988,25,2,Florida A&M,"Fayetteville, NC",north carolina,Black
"Ellis, Kenrick",NYJ,93,DL,622500,76,346,12/10/1987,26,3,Hampton,,Jamaica,Black
"Ellison, Rhett",MIN,40,TE,600146,77,250,10/3/1988,25,2,USC,"Foster City, CA",california,White
"English, Larry",SD,52,LB,,74,255,1/22/1986,27,5,Northern Illinois,"Aurora, IL",illinois,Black
"Escobar, Gavin",DAL,89,TE,1052623,78,249,2/3/1991,22,0,San Diego State,"New York, NY",new york,Hispanic
"Evans, DeQuin",CIN,69,DE,450000,74,265,5/17/1987,26,1,Kentucky,"Long Beach, CA",california,Black
"Evans, Fred",MIN,90,DL,1075000,76,305,11/6/1983,30,7,Texas State,"Chicago, IL",illinois,Black
"Evans, Jahri",NO,73,OL,495000,76,318,8/22/1983,30,8,Bloomsburg,"Philadelphia, PA",pennsylvania,Black
"Evans, Josh",JAC,26,S,576140,72,205,6/5/1991,22,0,Florida,,,Black
"Fairley, Nick",DET,98,DL,2472250,76,298,1/23/1988,25,3,Auburn,"Mobile, AL",alabama,Black
"Fanaika, Paul",ARI,74,OL,630000,77,327,4/9/1986,27,4,Arizona State,"San Mateo, CA",california,Black
"Fangupo, Hebron",PIT,92,DL,468750,72,324,7/19/1985,28,1,Brigham Young,"Santa Ana, CA",california,Black
"Farwell, Heath",SEA,55,LB,1500000,72,235,12/31/1981,31,9,San Diego State,"New Iberia, LA",louisiana,White
"Fasano, Anthony",KC,80,TE,4000000,76,255,4/20/1984,29,8,Notre Dame,"Glen Ridge, NJ",new jersey,White
"Fauria, Joseph",DET,47,TE,499167,79,255,1/16/1990,23,0,UCLA,"Northridge, CA",california,White
"Feely, Jay",ARI,3,K,1500000,70,208,5/23/1976,37,13,Michigan,"Odessa, FL",florida,White
"Felton, Jerome",MIN,42,FB,2500000,72,248,7/3/1986,27,6,Furman,"Duren, Germany",Germany,Black
"Ferguson, D'Brickashaw",NYJ,60,OL,9200000,78,310,12/10/1983,30,8,Virginia,"New York, NY",new york,Black
"Fiammetta, Tony",CHI,43,RB,630000,72,250,8/22/1986,27,4,Syracuse,"Kaneohe, HI",hawaii,Hispanic
"Fields, Brandon",MIA,2,P,2894823,77,249,5/21/1984,29,7,Michigan State,"Southfield, MI",michigan,White
"Finley, Jermichael",GB,88,TE,7000000,77,247,3/26/1987,26,6,Texas,"Lufkin, TX",texas,Black
"Finnegan, Cortland",STL,31,CB,10000000,70,188,2/2/1984,29,8,Samford,"Fayetteville, NC",north carolina,Mixed
"Fisher, Eric",KC,72,OL,5547625,80,305,1/5/1991,22,0,Central Michigan,,,White
"Fitzgerald, Larry",ARI,11,WR,15750000,75,218,8/31/1983,30,10,Pittsburgh,"Minneapolis, MN",minnesota,Black
"Fitzpatrick, Ryan",TEN,4,QB,3250000,74,225,11/24/1982,31,9,Harvard,"Gilbert, AZ",arizona,White
"Flacco, Joe",BAL,5,QB,20100000,78,245,1/16/1985,28,6,Delaware,"Audubon, NJ",new jersey,White
"Fleener, Coby",IND,80,TE,1335412,78,247,9/20/1988,25,2,Stanford,"Lemont, IL",illinois,White
"Fleming, Darius",SF,58,LB,566200,74,255,7/19/1989,24,0,Notre Dame,,,Black
"Fleming, Jamell",ARI,23,CB,682767,71,206,5/5/1989,24,2,Oklahoma,"Edinburg, TX",texas,Black
"Fletcher, Bradley",PHI,24,CB,2625000,72,200,6/25/1986,27,5,Iowa,"Cleveland, OH",ohio,Black
"Fletcher, Dane",NE,52,LB,620000,74,245,9/14/1986,27,4,Montana State,"Bozeman, MT",montana,White
"Fletcher, London",WAS,59,LB,5375000,70,242,5/19/1975,38,16,John Carroll,"Cleveland, OH",ohio,Black
"Flowers, Brandon",KC,24,CB,8225000,69,187,2/18/1986,27,6,Virginia Tech,"Delray Beach, FL",florida,Black
"Floyd, Malcom",SD,80,WR,2710000,77,225,9/8/1981,32,8,Wyoming,"Sacramento, CA",california,Black
"Floyd, Michael",ARI,15,WR,2492875,74,220,11/27/1989,24,2,Notre Dame,"St. Paul, MN",minnesota,Mixed
"Floyd, Sharrif",MIN,95,DL,2019050,75,305,5/28/1991,22,0,Florida,"Philadelphia, PA",pennsylvania,Black
"Fluker, D.J.",SD,76,OL,3250000,77,319,3/13/1991,22,0,Alabama,,alabama,Black
"Flynn, Matt",OAK,15,QB,5750000,74,230,6/20/1985,28,6,LSU,"Tyler, TX",texas,White
"Fokou, Moise",TEN,53,LB,1400000,73,236,8/28/1985,28,5,Maryland,,Cameroon,Black
"Foles, Nick",PHI,9,QB,677130,78,243,1/20/1989,24,2,Arizona,"Austin, TX",texas,White
"Folk, Nick",NYJ,2,K,795000,73,222,11/5/1984,29,7,Arizona,"Los Angeles, CA",california,White
"Folkerts, Brian",CAR,64,C,,76,305,1/30/1990,23,0,Washburn,,,White
"Foote, Larry",PIT,50,LB,1833333,73,239,6/12/1980,33,12,Michigan,"Detroit, MI",michigan,Black
"Forbath, Kai",WAS,2,K,480000,71,197,9/2/1987,26,2,UCLA,"Santa Monica, CA",california,White
"Ford, Jacoby",OAK,12,WR,576371,69,190,7/27/1987,26,4,Clemson,"West Palm Beach, FL",florida,Black
"Ford, Michael",CHI,32,RB,496167,70,216,5/27/1990,23,0,LSU,"Leesville, LA",louisiana,Black
"Forsett, Justin",JAC,21,RB,1000000,68,194,10/14/1985,28,6,California,"Lakeland, FL",florida,Black
"Fort, L.J.",CLE,58,LB,480000,72,230,1/3/1990,23,2,Northern Iowa,"Ganite City, IL",illinois,Mixed
"Forte, Matt",CHI,22,RB,7600000,74,218,12/10/1985,28,6,Tulane,"Lake Charles, LA",louisiana,Black
"Foster, Arian",HOU,23,RB,8700000,73,230,8/24/1986,27,5,Tennessee,"Albuquerque, NM",new mexico,Mixed
"Foster, Glenn",NO,74,DE,2100000,76,285,5/31/1990,23,0,Illinois,,,Black
"Foster, Mason",TB,59,LB,696000,73,241,3/1/1989,24,3,Washington,"Seaside, CA",california,Black
"Foster, Ramon",PIT,73,OL,2100000,78,325,1/7/1986,27,5,Tennessee,"Henning, TN",tennessee,Black
"Fox, Jason",DET,70,OL,1323000,78,314,5/2/1988,25,4,Miami (Fla.),"Fort Worth, TX",texas,White
"Frampton, Eric",DAL,41,S,715000,71,202,2/6/1984,29,7,Washington State,"San Jose, CA",california,Black
"Francois, Rob",GB,49,LB,725000,74,255,5/14/1985,28,4,Boston College,"Houston, TX",texas,Black
"Franklin, Aubrayo",IND,97,NT,1105000,73,320,8/27/1980,33,11,Tennessee,"Johnson City, TN",tennessee,Black
"Franklin, Johnathan",GB,23,RB,641367,70,205,10/23/1989,24,0,UCLA,"Los Angeles, CA",california,Black
"Franklin, Orlando",DEN,74,OL,1089000,79,320,12/16/1987,26,3,Miami (Fla.),"Kingston, Jamaica",Jamaica,Black
"Franks, Dominique",ATL,24,CB,500263,72,197,10/8/1987,26,3,Oklahoma,"Oklahoma City, OK",oklahoma,Black
"Frederick, Travis",DAL,70,C,1717507,75,311,3/18/1991,22,0,Wisconsin,"Sharon, WI",wisconsin,White
"Free, Doug",DAL,68,OL,3500000,78,325,1/6/1984,29,7,Northern Illinois,"Manitowoc, WI",wisconsin,White
"Freeman, Jerrell",IND,50,LB,493333,72,232,5/1/1986,27,2,Mary Hardin-Baylor,"Waco, TX",texas,Black
"Freeman, Josh",TB,5,QB,5200000,78,240,1/13/1988,25,5,Kansas State,"Kansas City, MO",missouri,Black
"Freeney, Dwight",SD,95,LB,2850625,73,268,2/19/1980,33,12,Syracuse,"Hartford, CT",connecticut,Black
"Freeny, Jonathan",MIA,56,LB,435000,74,250,6/15/1989,24,2,Rutgers,"Margate, FL",florida,Black
"Frey, Isaiah",CHI,31,CB,450000,72,190,4/6/1990,23,1,nevada,"Roseville, CA",california,Black
"Frierson, Evan",HOU,62,LB,,74,234,5/24/1990,23,0,Illinois State,,,Black
"Fusco, Brandon",MIN,63,OL,533556,76,306,7/26/1988,25,3,Slippery Rock,"Dayton, OH",ohio,White
"Gabbert, Blaine",JAC,11,QB,3000412,76,235,10/15/1989,24,3,Missouri,"Chesterfield, MO",missouri,White
"Gachkar, Andrew",SD,59,LB,6675000,75,240,11/4/1988,25,3,Missouri,"Cheraw, SC",south carolina,White
"Gafford, Thomas",KC,43,LS,715000,74,250,1/29/1983,30,6,Houston,"Houston, TX",texas,White
"Gaitor, Anthony",TB,26,CB,523750,70,182,10/9/1988,25,3,Florida International,"Miami, FL",florida,Black
"Galette, Junior",NO,93,LB,613785,74,258,3/27/1988,25,4,Stillman,"Port-Au-Prince, Haiti",Haiti,Black
"Gandy, Dylan",DET,65,C,905000,75,295,3/8/1982,31,8,Texas Tech,"Harlingen, TX",texas,White
"Gano, Graham",CAR,9,K,665000,74,200,4/9/1987,26,4,Florida State,"Arbroath, Scotland",Scotland,White
"Garcon, Pierre",WAS,88,WR,8500000,72,212,8/8/1986,27,6,Mount Union,"West Palm Beach, FL",florida,Black
"Gardner, Andrew",HOU,66,OL,650000,78,309,4/4/1986,27,4,Georgia Tech,"Chamblee, GA",georgia,White
"Garner, Nate",MIA,75,OL,1625000,79,320,1/18/1985,28,6,Arkansas,"El Sobrante, CA",california,White
"Garza, Roberto",CHI,63,C,2883333,74,310,3/26/1979,34,13,Texas A&M - Kingsville,"Rio Hondo, TX",texas,Hispanic
"Gates, Antonio",SD,85,TE,521475,76,255,6/18/1980,33,11,Kent State,"Detroit, MI",michigan,Black
"Gates, Clyde",NYJ,19,WR,634750,71,197,6/13/1986,27,3,Abilene Christian,"Vernon, TX",texas,Black
"Gay, William",PIT,22,CB,1500000,70,190,1/1/1985,28,7,Louisville,"Tallahassee, FL",florida,Black
"Gaydosh, Linden",CAR,,DL,,76,290,1/4/1991,22,0,Calgary,,,White
"Geathers, Clifton",PHI,64,DE,585000,80,340,12/11/1987,26,3,South Carolina,"Georgetown, SC",south carolina,Black
"Geathers, Kwame",SD,92,NT,480000,78,335,10/4/1990,23,0,Georgia,,,Black
"Geathers, Robert",CIN,91,DE,3166667,75,280,8/11/1983,30,10,Georgia,"Georgetown, SC",south carolina,Black
"Gerberry, Dan",JAC,73,C,495000,75,302,11/10/1985,28,1,Ball State,"Youngstown, OH",ohio,White
"Gerhart, Toby",MIN,32,RB,938500,72,231,3/28/1987,26,4,Stanford,"Norco, CA",california,White
"Gettis, Adam",WAS,73,OL,575493,74,292,12/9/1988,25,2,Iowa,"Frankfort, IL",illinois,Black
"Ghee, Brandon",CIN,21,CB,540000,72,200,6/6/1987,26,4,Wake Forest,"Spotsylvania, VA",virginia,Black
"Gholston, William",TB,92,DE,640136,78,281,7/31/1991,22,0,Michigan State,,,Black
"Giacomini, Breno",SEA,68,OL,3000000,79,318,9/27/1985,28,6,Louisville,"Cambridge, MA",massachusetts,White
"Gibson, Brandon",MIA,10,WR,3260000,72,207,8/13/1987,26,5,Washington State,,Germany,Black
"Gibson, Mike",ARI,69,OL,665000,76,305,11/18/1985,28,6,California,"Napa, CA",california,White
"Gilberry, Wallace",CIN,95,DE,2250000,74,275,12/5/1984,29,6,Alabama,"Spanish Fort, AL",alabama,Black
"Gilbert, Marcus",PIT,77,OL,806854,78,330,2/15/1988,25,3,Florida,"Fort Lauderdale, FL",florida,Black
"Gilchrist, Marcus",SD,38,CB,,70,198,12/8/1988,25,3,Clemson,"High Point, NC",north carolina,Black
"Gilkey, Garrett",CLE,65,OL,552848,78,320,7/7/1990,23,0,Chadron State,,,White
"Gillislee, Mike",MIA,35,RB,580700,71,213,11/1/1990,23,0,Florida,"DeLand, FL",florida,Black
"Gilmore, Stephon",BUF,24,CB,3021000,73,190,9/19/1990,23,2,South Carolina,"Rock Hill, SC",south carolina,Black
"Ginn, Ted",CAR,19,WR,1100000,71,185,4/12/1985,28,7,Ohio State,"Cleveland, OH",ohio,Black
"Giordano, Dan",ARI,48,LB,495000,76,260,9/17/1989,24,0,Cincinnati,"Frankfort, IL",illinois,White
"Giordano, Matt",STL,27,S,555000,71,204,10/16/1982,31,9,California,"Fresno, CA",california,White
"Gipson, Tashaun",CLE,39,S,480000,71,205,8/7/1990,23,2,Wyoming,"San Bernardino, CA",california,Black
"Givens, Chris",STL,13,WR,649257,72,198,12/6/1989,24,2,Wake Forest,"Jackson, MS",mississippi,Black
"Glenn, Cordy",BUF,77,OL,1216295,78,345,9/18/1989,24,2,Georgia,"Atlanta, GA",georgia,Black
"Glennon, Mike",TB,8,QB,776016,78,225,12/12/1989,24,0,North Carolina State,"Centrevill, VA",virginia,White
"Godfrey, Charles",CAR,30,S,4783333,71,210,11/15/1985,28,6,Iowa,"Baytown, TX",texas,Black
"Golden, Robert",PIT,21,S,480000,71,202,9/13/1990,23,2,Arizona,"Fresno, CA",california,Black
"Goldson, Dashon",TB,38,S,8250000,74,200,9/18/1984,29,7,Washington,"Carson, CA",california,Black
"Golic, Mike",PIT,67,OL,495000,76,300,9/28/1989,24,0,Notre Dame,"Vorhees, NJ",new jersey,White
"Golston, Kedric",WAS,64,DL,1100000,76,318,5/30/1983,30,8,Georgia,"Tyrone, GA",georgia,Black
"Gonzalez, Tony",ATL,88,TE,7000000,77,247,2/27/1976,37,17,California,"Torrance, CA",california,Hispanic
"Goode, Brett",GB,61,LS,835000,73,255,11/2/1984,29,6,Arkansas,"Canadian, TX",texas,White
"Goode, Najee",TB,53,LB,576725,72,244,6/4/1989,24,2,West Virginia,"Cleveland, OH",ohio,Black
"Gooden, Zaviar",TEN,50,LB,704004,73,234,8/31/1990,23,0,Missouri,"Pflugerville, TX",texas,Black
"Goodman, Malliciah",ATL,93,DE,639272,76,279,1/4/1990,23,0,Clemson,,,Black
"Goodman, Richard",SD,15,WR,988900,72,192,4/23/1987,26,3,Florida State,"Fort Lauderdale, FL",florida,Black
"Goodwin, Jonathan",SF,59,C,3633333,75,318,12/2/1978,35,12,Michigan,"Columbia, SC",south carolina,Black
"Goodwin, Marquise",BUF,88,WR,689719,69,179,11/19/1990,23,0,Texas,"Lubbock, TX",texas,Black
"Gordon, Josh",CLE,13,WR,1335412,75,225,4/13/1991,22,2,Baylor,"Houston, TX",texas,Black
"Gordy, Josh",IND,27,CB,555000,71,196,2/9/1987,26,3,Central Michigan,"Warthen, GA",georgia,Black
"Gore, Frank",SF,21,RB,6475000,69,217,5/14/1983,30,9,Miami (Fla.),"Miami, FL",florida,Black
"Gorrer, Danny",TB,36,CB,585000,72,180,6/1/1986,27,4,Texas A&M,"Port Arthur, TX",texas,Black
"Gostkowski, Stephen",NE,3,K,3151800,73,215,1/28/1984,29,8,Memphis,"Baton Rouge, LA",louisiana,White
"Gould, Robbie",CHI,9,K,2583333,72,185,12/30/1981,31,9,Penn State,"Jersey Shore, PA",pennsylvania,White
"Gradkowski, Bruce",PIT,5,QB,1650000,73,220,1/27/1983,30,8,Toledo,"Pittsburgh, PA",pennsylvania,White
"Gradkowski, Gino",BAL,66,OL,646106,75,300,11/5/1988,25,2,Delaware,"Pittsburgh, PA",pennsylvania,White
"Gragg, Chris",BUF,89,TE,554794,75,244,6/30/1990,23,0,Arkansas,,,Black
"Graham, Brandon",PHI,55,DE,4385000,74,268,4/3/1988,25,4,Michigan,"Detroit, MI",michigan,Black
"Graham, Corey",BAL,24,CB,1975000,72,196,7/25/1985,28,7,New Hampshire,"Buffalo, NY",new york,Black
"Graham, Garrett",HOU,88,TE,592525,75,242,8/4/1986,27,4,Wisconsin,"Brick, NJ",new jersey,White
"Graham, Jimmy",NO,80,TE,5275000,79,265,11/24/1986,27,4,Miami (Fla.),"Goldsboro, NC",north carolina,Mixed
"Graham, T.J.",BUF,11,WR,725312,71,188,7/27/1989,24,2,North Carolina State,"Raleigh, NC",north carolina,Black
"Gratz, Dwayne",JAC,27,CB,775163,71,201,3/8/1990,23,1,Connecticut,,,Black
"Gray, Cyrus",KC,32,RB,558168,70,206,11/18/1989,24,2,Texas A&M,"De Soto, TX",texas,Black
"Greco, John",CLE,77,OL,2600000,76,315,3/24/1985,28,6,Toledo,"Ravenna, OH",ohio,White
"Green, A.J.",CIN,18,WR,4922025,76,207,7/31/1988,25,3,Georgia,"Ridgeville, SC",south carolina,Black
"Green, Isaiah",PIT,39,CB,450000,70,180,8/10/1989,24,1,Fresno State,"Los Angeles, CA",california,Black
"Green, Jonte",DET,36,CB,549250,72,184,7/19/1989,24,2,New Mexico State,"Tampa, FL",florida,Black
"Green, Ladarius",SD,89,TE,630000,78,240,5/29/1990,23,2,Louisiana-Lafayette,"Berlin, Germany",Germany,Black
"Green, Tyronne",NE,69,OL,,74,316,4/6/1986,27,5,Auburn,"Pensacola, FL",florida,Black
"Green, Virgil",DEN,85,TE,527250,77,255,8/3/1988,25,3,nevada,"San Bernardino, CA",california,Black
"Greene, Khaseem",CHI,60,LB,648023,73,241,2/4/1989,24,0,Rutgers,,,Black
"Greene, Shonn",TEN,23,RB,3333333,71,226,8/21/1985,28,5,Iowa,"Sicklerville, NJ",new jersey,Black
"Green-Ellis, BenJarvus",CIN,42,RB,3000000,71,220,7/2/1985,28,6,Mississippi,"New Orleans, LA",louisiana,Black
"Greenway, Chad",MIN,52,LB,8120000,74,242,1/12/1983,30,8,Iowa,"Mount Vernon, SD",south dakota,White
"Greenwood, Cory",DET,53,LB,687500,74,235,6/5/1985,28,4,Concordia (Quebec),"Kingston, Canada",Canada,White
"Greer, Jabari",NO,33,CB,,71,180,2/11/1982,31,10,Tennessee,"Jackson, TN",tennessee,Black
"Gregory, Steve",NE,28,S,2350000,71,200,1/8/1983,30,8,Syracuse,"Brooklyn, NY",new york,White
"Gresham, Clint",SEA,49,LS,1323000,75,240,8/24/1986,27,4,Texas Christian,"Corpus Christi, TX",texas,White
"Gresham, Jermaine",CIN,84,TE,3170000,77,260,6/16/1988,25,4,Oklahoma,"Ardmore, OK",oklahoma,Black
"Griffen, Everson",MIN,97,DE,582500,75,273,12/22/1987,26,4,USC,"Avondale, AZ",arizona,Black
"Griffin III, Robert",WAS,10,QB,5279775,74,217,2/12/1990,23,2,Baylor,"Okinawa, Japan",Japan,Black
"Griffin, John",NYJ,24,RB,397500,71,208,12/17/1988,25,1,Massachusetts,"Austin, TX",texas,Black
"Griffin, Michael",TEN,33,S,7000000,72,203,1/4/1985,28,7,Texas,"Austin, TX",texas,Black
"Grimes, Brent",MIA,21,CB,5500000,70,190,7/19/1983,30,7,Shippensburg,"Philadelphia, PA",pennsylvania,Black
"Grissom, Cory",NE,67,DL,496333,74,316,6/9/1990,23,0,South Florida,,,Black
"Gronkowski, Rob",NE,87,TE,6903750,78,265,5/14/1989,24,4,Arizona,"Amherst, NY",new york,White
"Gross, Jordan",CAR,69,OL,9400000,76,305,7/20/1980,33,11,Utah,"Nampa, ID",idaho,White
"Grossman, Rex",WAS,8,QB,960000,73,225,8/23/1980,33,11,Florida,"Bloomingon, IN",indiana,White
"Groves, Quentin",CLE,54,LB,1140000,75,265,7/5/1984,29,6,Auburn,"Greenville, MS",mississippi,Black
"Grubbs, Ben",NO,66,OL,430000,75,310,3/10/1984,29,7,Auburn,"Columbus, GA",georgia,Black
"Guion, Letroy",MIN,98,DL,3000000,76,303,6/21/1987,26,6,Florida State,"Starke, FL",florida,Black
"Gumbs, Jose",WAS,22,S,,70,210,4/20/1988,25,1,Monmouth,,,Black
"Gunn, Harland",ATL,69,OL,481667,74,310,8/30/1989,24,0,Miami (Fla.),,,Black
"Gurode, Andre",OAK,64,C,,76,318,3/6/1979,34,11,Colorado,"Houston, TX",texas,Black
"Haden, Joe",CLE,23,CB,8547433,71,190,4/14/1989,24,4,Florida,"Fort Washington, MD",maryland,Black
"Hali, Tamba",KC,91,LB,11500000,75,275,11/3/1983,30,8,Penn State,"Gbanga, Liberia",Liberia,Black
"Hall, DeAngelo",WAS,23,CB,1250000,70,193,11/19/1983,30,10,Virginia Tech,"Chesapeake, VA",virginia,Black
"Hall, Leon",CIN,29,CB,8475000,71,195,12/9/1984,29,7,Michigan,"Vista, CA",california,Black
"Hamilton, Adrian",BAL,54,LB,480000,75,255,11/29/1987,26,2,Prairie View A&M,"Dallas, TX",texas,Black
"Hankerson, Leonard",WAS,85,WR,680344,74,211,1/30/1989,24,3,Miami (Fla.),"Fort Lauderdale, FL",florida,Black
"Hankins, Johnathan",NYG,74,DL,1007672,74,320,3/29/1992,21,0,Ohio State,"Dearborn Heights, MI",michigan,Black
"Hanna, James",DAL,84,TE,551213,76,250,7/14/1989,24,2,Oklahoma,"Lakewood, OH",ohio,Mixed
"Hardesty, Montario",CLE,20,RB,711250,72,225,2/1/1987,26,4,Tennessee,"New Bern, NC",north carolina,Black
"Hardwick, Nick",SD,61,C,890000,76,305,9/2/1981,32,10,Purdue,"Franklin, IN",indiana,White
"Hardy, Greg",CAR,76,DE,693946,76,290,7/28/1988,25,4,Mississippi,"Millington, TN",tennessee,Black
"Harkey, Cory",STL,46,TE,480000,76,260,6/17/1990,23,2,UCLA,"Chicago, IL",illinois,Black
"Harmon, Duron",NE,30,S,677775,73,200,1/24/1991,22,0,Rutgers,,,Black
"Harper, Roman",NO,41,S,435000,73,200,12/11/1982,31,8,Alabama,"Prattville, AL",alabama,Black
"Harrell, Logan",SD,71,DE,4500000,74,280,9/25/1989,24,1,Fresno State,"Newport Beach, CA",california,White
"Harris, Brandon",HOU,26,CB,824832,70,195,1/24/1990,23,3,Miami (Fla.),"Miami, FL",florida,Black
"Harris, Bryce",NO,79,OL,2560000,78,300,1/16/1989,24,2,Fresno State,"Bakersfield, CA",california,White
"Harris, Chris",DEN,25,CB,466000,70,199,6/18/1989,24,3,Kansas,"Bixby, OK",oklahoma,Black
"Harris, Clark",CIN,46,LS,990000,77,245,7/10/1984,29,5,Rutgers,"Toms River, NJ",new jersey,White
"Harris, David",NYJ,52,LB,9000000,74,250,1/21/1984,29,7,Michigan,"Grand Rapids, MI",michigan,Black
"Harris, DuJuan",GB,26,RB,555000,68,203,9/3/1988,25,1,Troy,"Brooksville, FL",florida,Black
"Harris, Dwayne",DAL,17,WR,537650,70,207,9/16/1987,26,3,East Carolina,"Atlanta, GA",georgia,Black
"Harris, Jeremy",JAC,31,CB,557225,74,185,4/26/1991,22,0,New Mexico State,,,Black
"Harris, Josh",ATL,47,LS,480833,73,224,4/27/1989,24,2,Auburn,"Carrollton, GA",georgia,White
"Harris, Leroy",DET,64,C,1050000,75,303,6/6/1984,29,7,North Carolina State,"Raleigh, NC",north carolina,Black
"Harris, Michael",SD,79,OL,450000,77,318,12/5/1988,25,2,UCLA,"Oakland, CA",california,Mixed
"Harris, Ryan",HOU,68,OL,780000,77,308,3/11/1985,28,6,Notre Dame,"Minneapolis, MN",minnesota,Black
"Harrison, Damon",NYJ,94,DL,482333,76,350,11/29/1988,25,2,William Penn,"Westlake, LA",louisiana,Black
"Harrison, James",CIN,92,LB,2225000,72,275,5/4/1978,35,10,Kent State,"Akron, OH",ohio,Black
"Harrison, Mark",NE,13,WR,495000,75,235,12/11/1990,23,0,Rutgers,,,Black
"Hartley, Garrett",NO,5,K,3800000,68,195,5/16/1986,27,6,Oklahoma,"Keller, TX",texas,White
"Hartline, Brian",MIA,82,WR,6155000,74,199,11/22/1986,27,5,Ohio State,"Canton, OH",ohio,White
"Hartsock, Ben",CAR,84,TE,905000,76,265,7/5/1980,33,10,Ohio State,"Chillicothe, OH",ohio,White
"Harvey, Mario",IND,54,LB,480000,72,264,8/10/1987,26,2,Marshall,"Forsyth, GA",georgia,Black
"Harvin, Percy",SEA,11,WR,11166667,71,184,5/28/1988,25,5,Florida,"Chesapeake, VA",virginia,Black
"Haslam, Kevin",NE,72,OL,510000,77,310,11/8/1986,27,4,Rutgers,"Delran, NJ",new jersey,Black
"Hasselbeck, Matt",IND,8,QB,3625000,76,235,9/25/1975,38,15,Boston College,"Boulder, CO",colorado,White
"Hatcher, Jason",DAL,97,DE,2000000,78,299,7/13/1982,31,8,Grambling State,"Alexandra, LA",louisiana,Black
"Hauptmann, Caylin",CLE,61,OL,,76,300,7/10/1991,22,0,Florida International,,,Black
"Hauschka, Steven",SEA,4,K,780000,76,210,6/29/1985,28,6,North Carolina State,"Needham, MA",massachusetts,White
"Havili, Stanley",IND,39,FB,480000,72,243,11/14/1987,26,2,USC,"Salt Lake City, UT",utah,Black
"Hawk, A.J.",GB,50,LB,6750000,73,247,1/6/1984,29,8,Ohio State,"Kettering, OH",ohio,White
"Hawkins, Andrew",CIN,16,WR,555000,67,180,3/10/1986,27,3,Toledo,"Johnstown, PA",pennsylvania,Black
"Hawkinson, Tanner",CIN,72,OL,585606,77,300,5/14/1990,23,0,Kansas,"McPherson, KS",kansas,White
"Hawley, Joe",ATL,61,OL,605795,75,302,10/22/1988,25,4,nevada-Las Vegas,"Bakersfield, CA",california,White
"Hawthorne, David",NO,57,LB,510000,72,246,5/14/1985,28,6,Texas Christian,"Corsicana, TX",texas,Black
"Hayden, D.J.",OAK,25,CB,2580925,71,190,6/27/1990,23,0,Houston,,,Black
"Hayden, Kelvin",CHI,24,CB,905000,72,195,7/23/1983,30,9,Illinois,"Chicago, IL",illinois,Black
"Hayes, Geno",JAC,55,LB,975000,73,226,8/10/1987,26,6,Florida State,"Greenville, FL",florida,Black
"Hayes, William",STL,95,DE,3416667,75,272,5/2/1985,28,6,Winston-Salem State,"High Point, NC",north carolina,Black
"Hayward, Adam",TB,57,LB,1154423,73,240,6/23/1984,29,7,Portland State,"Westminster, CA",california,Mixed
"Hayward, Casey",GB,29,CB,827426,71,192,9/9/1989,24,2,Vanderbilt,"Perry, GA",georgia,Black
"Hazelton, Vidal",NYJ,,WR,405000,74,209,1/29/1988,25,1,Cincinnati,"Staten Island, NY",new york,Black
"Heath, Jeff",DAL,8,S,,73,209,4/14/1991,22,0,Saginaw Valley State,,,White
"Hekker, Johnny",STL,6,P,483333,77,227,2/8/1990,23,2,Oregon State,"Redmond, WA",washington,White
"Helu, Roy",WAS,29,RB,627563,71,215,12/7/1988,25,3,Nebraska,"Danville, CA",california,Black
"Hemingway, Junior",KC,88,WR,480000,73,225,12/27/1988,24,1,Michigan,"Conway, SC",south carolina,Black
